DB00186,0000000110100000000000000000000000001000000000000000000000000000100000000010000000000000001000000000000000100000000001000000000000000000000000100000000000000000000001000000000100000000000000000000000100000000000000001000000000000000010001000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000010000000000000000000100010000000001000000001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000010000000000000000000000000000000000000000000000000000000000000000101000000000000000000000000000000000000000000000000000000000000000000000000000000001000000001000000000000000000000000001000001000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000010000000000000000100000000000000010000000001000000000000000000000000000000000010000
DB00187,0100100000000010000001000000000001000000000000000000000000000000001000000000000010000000000000000000001000000000000000100000001010000000000000000000000000000000000000000100000000000000000000000001000000000000000000000001000000010000000000000000000000000000000000000000000000000000000100000000000000000000000000100000000000100000000000000000000000000000000010000010000000000000000000000000000000000000000000000000000000000100000010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000100000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000010000000100000000000000000000000000000000000010000000000000000000000100000001000100000000000000000000000000000000000000000000000000010000000000000000000000001000000000000000000000000000000000100000001000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000001000000000
DB00188,0100000000000000000000000000000001000000001000010010000000000000100000000000000110000010000000000000010000000000000001000000000010000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000010000000000000000000000000000001000000000000100000000000100000000000000000000000000000000001000000000000000000000000000000000000010000000000000000000001000000000010000000000000000000001000000000000000010000000000000000000000000000000000000000000000000000000001000000000000000000000000100000000000000000000000000000100000000001000000000100000000001000001000000000000100000000000000000000000000000000000000000000000000000000010000000000000000000000000000010000000000000000000000000000000000000000000001000100000100000000000000000000001000000001000000000000000000000000000000000000001000000000000000100000000000000000010000001000001010000000000000000000000000000000000010001000000000000000000000000000000000000000000000000001000000000000000000000000000000000100000000000000000000000000000000000000000
DB00191,0000000000000000000000000000000001000000001000000000000000000000100000000000000010000000000000000000000000000000001000000000000000000000000000000001000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000010010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000101001000000000000000000000000000000000000000000000000001000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
DB00193,0000100000000001000000000000000001001000000000000000000000000000100000000000000010100000000000000000000000000000000000000010000000100000001100000000001000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101000000000000000000100000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000100000100000000000000000000000000000000000000000100000000010000000000000000000000000000000000000100000000000000000000000000000000000000000010000000000000000000000000000001000000000000000000000000000000000000000000000100000000100000000000000000000000001100000000000000000000000001000000100000001000000000000000000000000110000010000000010000000000000000000000000000000000010000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000010000
DB00195,0100100000000100000001000000010001000000000000000000000000000000000000000000000010000000000000000000001000000000100000100000000010000000000000000000000000000000000000000100000000000000000000000000000000000000000000000001000000010000000000000000000000000000000000000000000000000000000100000000000000000100000000100000000000100000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000100000010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000100000000000000000000000000000010000000000000000000000001000000000000000100000000000000000000000010000000000100000000000000000000000000000000000010000000000000000000000100000001000100000000000000000000000000000000000000000000000000010000000000000000000000001000000000000000000000000000000000000000001000000000100000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000010000000000000000000000000000001000000100000001000010000
DB00196,1000000000000000000000000000000000000000000100000000000000000000000000000000000010000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000001000000010000000000000000000000000000000010000100000000000000000000000000000000000000100000000000000000000000001000000000000000000000000000000000000000000000000000000000010000000000000000000000000000001000000000000000000000000000000000000000000010000000000000000000000100001000000000000000000000000010000000000000010000001000000000000000000000000001000000000000000000001000000100000000000000000000000000000000100000010000000000001000000001000000000000000000000000000000001000000000000000000000000010000000010000000000000000000100000000000000000000000000010010000000000000100000000000000000000000000000000000000000000000000000000000000000000000000
DB00197,0000000000100000000000000000000001001000010000000000000000000000000000000000000010000000001000000000001000000000000000000000000000000000001000000000000000000000000000000010000000000000000000000000000000100000000000000000000000000000000010000000000000101000001000100000001000000000000000000000000000000000000000100010000000100000000000000000000000000000000010101100000000000000000000001000000000000000000000000000000000010000100010001000000000000000000000000010000000000000000000000000000001000000000000000000000000000000000000000000000000000001000000000000000000000000000000000010000000000000000000000000000000000000000010001000000000000000000000000010000010000000000000001001000000000000000000010010010000000000001000100000001000100000000000000000000000000000000010000000000000000000000000000000000000000001000000001000000000000000000000000000000001000000100000100000000000000000000000000000000010000000000000000000000000000010000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000010000
DB00198,0100000000000010000000000000000001000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000010010000000000000000101000000000000000000000000000000000000000000000000010000000000000000100000000000100001000100000000010000000000000000000000010000000000000000000010001000000000000000000000000000000000000000000001000000000000000010000000000000000000000000000001000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000100000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000010000010001000000000000000000000000000000000000000010010000000010000000000000000000000000000000000000000000000001001000000000000000000000000001000000000000000000001100000000000000000000000000000000000000001000000000000000000000000000000000000000000010000000000000000000000001000000010000000010000000000000000000000000000000000000000000000000000000000000000000000000000000001010000
DB00199,0000000000000000000000000000001001001000001000000000000000000000000000000000000010000000000000000000000000000000000000000000000001100000001110000000010010000000000000000000000000000000000000000100000000000010000000000000000000000001010000000010000010110000000000000000110000000011000001000100001000010000000000000010010000000000000000000000001000000100000011000000000000010000000000000000000000000000000100000000000000000000001000100000001000000000000000000000000100010000000000000000010000000000000000000000000000000000001000000000000000000000000000000000000010000000000000000000000000000000000000000000010000011000000000000000000000000000000010000110000110000000000000000000000100000001000000010000000000000000000000000010000000000000000100000000001000010001000010000000000000000000000000000000000000000001000000000000000000000000000000000100000000000000000001000000010000000000010000100000000001000000000000000000000000000010000000000000010000000000000000001000000100000000000000000000000000000000000000000000000000010000
DB00200,0000000000000000001000000000000101001000000001100000000000000000000001000001000010001000101000010000000000000000000000000000000000000000001010000001000010000000000000000000000000000000000011001100000000000010000000000000011000000000010000000000000001100000000000000000100000000000010001100001000000000000000000000010000000100000000000000001000100000001000010000000000101100001000010000000001000000000000000001110000000000000000000000000000000000000000100000000000100000110000000010000000000001000000001001000010000000000010000000000000100001000010000010000000000000000000000010100100010000000000000000100000000110001100000000000100010000000010000000111000111000000000000001000000000000100001000100110000000000000001100000000000000000000000010010000000000000000000000000000000000000000000000000000000000000001001000000000000000000000100000000010101001000000000010000001000000110000100000000000010001000100000100000100000010100110010000010000000000000000000000000000001000000000000000000000000010000000000010000000000001010000
DB00201,1000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000100000000000000000000000000000010000000000000001000000000000000000000000010000000000000000000001000000100000000000000100000000000000010000000000010000000000000000000000000000000000100000000000000000000000000000100000000001000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000010010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
DB00202,0000000000100100000000000000000001000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000001000000000000000000000000010000000000000000000000000000000000001000000000000001000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000010000000000000000000000000010000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
DB00203,0000000000000010000000000000000001000000000000000000000000000000000000000100000011000000001000100000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000001000010100001000000000000000001000000000000000000000000000000100000000000000000000000001000000000000000000010000100000000000000000000000000000010100011000000001000000000001000000000000000000100000000000000000010000000010010000000000000000000000010001000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000001000000000000000000001000100000000000000000000000000000000000000000000000000000000000010100000000000000000001000000000000000000000010000101001000000000100000100001000000000000000000000001000000100000000000000000000001000000000000010000010000000000000000000000000000001000000000000000001000100000000000000000001010000000000000000000000000000000000000000000000000010000010010000000000100000000000000000000000000000010000000000000000000000000001000000000000000000
DB00204,0000000000101100000001000000000001000000000000000000000000000000000000000000000010000000000000000000001000000000000000000000000010000000000100000000000000000000000000000000000000010000000000010000000000000000000010000001000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000100000000000100000000000000000000000000010000010000000000000000000000000000000000000000000000000000100000000000000000010000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000100000000000000010000000000000010010000000000000000000000100000001000100000000000000000000000000000000000000000000000000000000000000000000000000000000010010000000000000000000000000001000001000000000000000000000000000000010000000000000000000000000000000000000000000001000000100000000000000000000010000000000000000000000000000000000000000000000000000000000000000000
DB00205,0000000000000000000000000000000001000000000000100000000000000000000000000000000010000000000000000000000010000000000000000000000000000000100000000001000000000000000000000000000000000000000001000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000010000000000000000010000000000000000000001000000000000000100000000000000100000000000000000000000101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000001000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000001010000000000000000000000000000000000000000000000000000000000000001001000000000000000000000000000000000000000000000000100000000000000000000000000000000000000001000000000000001000000000000000001000000000000000000000001000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
DB00206,0000000000000000000000000000000001000000001000100000000000000010000000000000000000010000001000000000001000000000000000010000000010000000000000000100000000000000000000000000100000000100000000000000000000000000000000000000000000000000000000000000000001000000000000000000100000000000001000001000000000000011000000000000000000100100000001010000000000000000100010000100000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001000000000000000000000000000000000000000000010000000000010000000000000000000001000000000000000000000000000000000000000010000000001000000000000000000000000000000000000100100000000000000000000000010000000000000000000000010010000000000000000010000000000000100001000100100001000000000000110000000000000000000000000000000000000000100000000010000001000000001000000000000000000000110000000000100100001000000000000000000100000010000000000000000010000000000000000001100000000100010000000010100000000101000000010000000000000000000001000000000000000000000000000000000000000010000
DB00207,0000000000000000000000000000000001001000001000000000000000000000000000000000000010000000000000000000000000000000000000000100100000100000000110000000010000000000000000000000000000000000000000000100000000000010000000000000000000000001010000000010000010110000000000000000110000000011000001000100001000010000000000000010010000000000000000000000000000000100000011000000000000010000000000000000000000000000000100000000000000000000000000100000001000000000000000010000000100010000000000000000011000000001000000000000000000100000001000000000000000000000000000000000000010000000000000000000000000000000000000000000010000011000000000000000000000000000000010000110000110000000000000000000000100000001000000010000000000000000000000000010000000000000010100000000001000010001000010000000000000000000000000000000000000000001000000000000000000000000000000000100000000000000000001000000010000000000010000100000000001000000000000000000000000000010000000010000010000010000000000001000000100000000000000001000000000000000000000000000000000010000
DB00208,0000000000001010000000000000000000000000001000000000000000000000100000000000000010000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000100000000000000000000000000000010000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000001001000000000000000000000000000000000000000000000100000000000000000000000000000000000000001000000000010000001000000000001000000000001000000000000000000000000000000000000000000000000000000000000000000000000010000000000000001000000000000000000000000000000000000001000000000001000000000000001000000000000000000000000011000000000000000000000000000000000000000000000000000000000000000000000000010000001000000000000000000000000000000000000000000000000000000000000000000000000100010000000010000000000000000000000000000001000000010000000000000000000000000000000000000000000000000
DB00210,0000000000000000000000000000000001001000000000000000000000000000000000000000000000000000000000100000000000000000001000000000000000000001100000000000000000000000000000000000000000000000000000000000000000011000000000000000000001000000000000000000000001100000001000000000100000000000000000001000000000000000000000000000000000100000000000000000000000000000000010000100000000000000000000000000010000000000000000000000000000000010000000000000000000000000000000001000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000101000100000000000000010000000000000000000000000000001000000000000000000000000000000000000000000000000000000000010000000000000000000001000000000000000000000001000000000100000001000000000000000000000000010000000000000000010010000000000000000000000000000010000000000000000000100000100010000000000000000000000010000000000000000000000000000000000000010000
DB00211,0100000000000000000000000001000001000000011000000000000000000000000000000000000010000000000000100000001000000000000000000000000010000000000000000001000000000000000000000000000000000000000000000000010000000000000000000000000000010000000001000000100001000000000000000000000000000000000000000000000000000000000000000000000000100000000000000010000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000100000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000010000000000100000000000001000000000000000000000000000000000000000000010000000000000000000000000000000000000000000010000000000000000000000100000001000000000000000000000000000000000000000000000000000000100000000000000000000000001000000000000000000000000000000000100000001000000000000000000000000010000000000000000010000000000000000000000000000000000000000000000001000101000000000000000000000000000000001000000000000000000000000000000000000000000
DB00213,0100000000000000000000000010000001000000000000000000100000000000000000000100000010000000001000000000000000000010000000010000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000100000000100000001000000000000000000000000000000000000000000000000000000000000000000000000100000000001000000000100000000000010010000000000000100001000000000000000000000000000000000000000000000000111001000000000000000000000000000001000000000001000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000100000000000000000000000000001100010010000000000000100000000000000000000000000000010000000000000000000100100101001000000000000000000000010000000000000000000000000000000000000100000000000000000000000000000000000000000001000000000110000001000000000000000000000001010000000000000000010000000000100000000000000000000000000000000000000000100000000000000100000000000000000000000000010000000000000000000000000000000000
DB00215,0000000000000000000000000000000001001000000000000000000010000000000000000000000010001000001000000000001000000000100000000000000000000000000100000000000000000000000000000000000010000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000100000100000000000000000010000000000000000000000000000000000000001000001000010001000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000100001000000000000000000000000000000000000100000100010000000000000000010000000000000000001000001000000000000000000000000001000000000000000000000000000000000001000000000000000000000000000100001000000000000000000000000000000000010000000000000000001000000000000000000000000010000010000010000000000000000100000000000000000000011001000000000000000100001000010000001000000000000000000000000000000000000000000000000000001000000
DB00216,0000100000000000000000000000000001000000000000000000100000000000100000000000000010000000001000000000000010000000000000010100000000000000000000000000001000000000100000000000000100000000000000000000000001000000000000000001000000000000000000000000010000000000000000000000000000000000000000000001000000000100000000100000000100000100100001000000000100000010000010000000100000000000100000000000010000000000000000000000000000000000000000000000000000000010000010001010000000000000000000000100001000000000000000000000000000010000000000001000000000000000000000000000000000100000000000010000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000001010100000000000000000000000001000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000001000001000000000000000000010000000000000000000000000000000000000101000000000010000000010000000000000000000000000000000000000000001000000000000000000000000000000000000000010000
DB00218,0000100000000000000000010000000001000000000000000000000000000000000000000000000000010000011000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000010000000000000000000100000000000000000000000000000000000000000000000000000000000000001000000000000000000000000100010010000010000000000010000001000010000000000000100010000000000000001000001000000000010000000000000000010000000010000000000000010000000000000000000001001000000010000010000000000001000000000000000000000000000010000001000001000000000000000000000000000000000000000000000000010100000001000010000000000000000000000000000000001000000000000000000000000010000000000000000000000000000000000000000000010001000001000000000000000000000000000000000100100000000000000000000000000000000000000000000000000000000000000001000000001000000001000000000000000100100001000000000000000000000000010000000000101000010000000000100000000000000000000010000000010000000000000000000000000000000100000000000000000000000000000000000000000000000000010000
DB00220,0100100000000001000000000001000001000000000000100001000000000000100001000000000010000000000000000000000000000000001011000000000010000000000000000000000000000001000100000000001100000000000000000000000000010000000000000000000000010000000000000000000000001000000000000000100000001000000000000000000000000100001000000000000000000000000000000000010000000000001010000000000000000001000000000000010010000000000000000000000000000001000000000000000000000001000000000000000000000000000010000000001000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000010000101010000000000000001000000001000000000000000000000001000000000000010000000100000000000000000000000000000010000000010000000000000000000000000001000000000000100000000000000000000000000000010000000000000000000000000000000000001000100000000000000000000000000000010000101000000010000000000000000000000000000001010010000100000100000000000000000000010000000010000000000000010000000000000000100100000000000000000000000000010000000000000000000010000
DB00222,0000000001000100000001000000000001000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000100010000000000000000000000000000000000000000000000000000000000001000000011000000000000000000011000000000000000000000000000000000000000000000000000000000000000001000000001000000100000100100010000100000000000100000000000000000010000010000011000000000000000000000001000000000000000000000000000000000000000000000000000000000000000010100000000000000000000000000001000000000000000000100000000000000000000000000000000000000000000000001000000000001000000000000000001000000000000000000000000000100000000000000000000101000000000000000010000000000000000100000000010000000000000000000010000000000010000100000000001000100000000000000000000000000000000000000000100100000000000000000010000000000001000000000000000000001000000000000000000001000000000000000000000000000001000100000000010000000000000000000000000000100010000000010000000000000000000000000000010000000100000000000000000000000000000000000000000000110000
DB00224,0101000000001000000100000000000001000000001000000000000101000000100000000010000110000000000000000000000000000000001000000000000010000000000000000000000000000001000000000000000100000100000000000000000000000000000010000000000000010001010000000000000000000000011000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000001010000000100000011000001000000001010010000000000000000000000000000000000000000000010010000000000000001000000000000000000000000000000001000000000000000000000100000000000000000001000000000000000000000000000000100000000001000001000001000000000000000001000000000000000000000000000000001000000001000010000000100000000000000000000010101000010000000000000000000000000000000000001000110000000101000001000000000000000000010000000000000000000000000000000000000001000000000000000000000000000000000010000001000100010000001000000001000000000000100000010000100000000000000000000000000010000001010000000000000000000000000000000000000000000000000000000000000010000000000000001000010000
